id,title,budget,release_date,revenue,tagline,rating,director_id
45163,About Schmidt,30000000,2002-12-13,105834556,Schmidt Happens,6.7,5451
45164,Warm Bodies,35000000,2013-01-31,116980662,Cold body. Warm heart.,6.4,5452
45165,Looper,30000000,2012-09-26,47042000,"Hunted By Your Future, Haunted By Your Past",6.6,5453
45166,Down to Earth,0,2001-02-16,0,,4.9,4780
45167,Babe,30000000,1995-07-18,254134910,A little pig goes a long way.,6.0,5454
45168,Hope Springs,30000000,2012-08-07,114281051,"Sometimes to keep the magic, you need to learn a few tricks.",5.8,5106
45169,Forgetting Sarah Marshall,30000000,2008-04-17,105173115,"You lose some, you get some.",6.4,5310
45170,Four Brothers,45000000,2005-08-11,92374674,They came home to bury mom... and her killer,6.7,5024
45171,Baby Mama,30000000,2008-04-23,63833449,Would you put your eggs...in this basket?,5.8,5455
45172,Hope Floats,0,1998-05-29,0,"When life fell apart, love fell into place.",5.8,5456
45173,Bride Wars,30000000,2009-01-09,114663461,May the best bride win,5.9,4995
45174,Without a Paddle,19000000,2004-08-20,69631118,"The call of the wild, the thrill of adventure. The mistake of a lifetime.",5.3,5013
45175,13 Going on 30,37000000,2004-04-13,96455697,"For some, 13 feels like it was just yesterday. For Jenna, it was.",6.3,4995
45176,Midnight in Paris,30000000,2011-05-11,151119219,,7.4,5457
45177,The Nut Job,0,2014-01-17,0,Let's Get Nuts!,5.5,5458
45178,Blow,53000000,2001-04-04,83282296,Based on a True Story.,7.4,5459
45179,Message in a Bottle,80000000,1999-02-22,118880016,A story of love lost and found.,5.8,5359
45180,Star Trek V: The Final Frontier,30000000,1989-06-09,70200000,Adventure and imagination will meet at the final frontier.,5.6,5460
45181,Like Mike,30000000,2002-07-03,0,"Think like Mike, Achieve like Mike, Be Like Mike.",5.7,5269
45182,The Naked Gun 33⅓: The Final Insult,30000000,1994-03-18,51132598,"A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",6.3,4989
45183,A View to a Kill,30000000,1985-05-24,152427960,Has James Bond finally met his match?,6.0,5292
45184,The Curse of the Were-Rabbit,30000000,2005-09-04,192452832,Something bunny is going on...,6.8,5286
45185,P.S. I Love You,30000000,2007-11-15,156835339,"His life ended. Now, a new one will begin.",6.9,5235
45186,Racing Stripes,30000000,2005-01-06,93772522,Cheer 'til you're horse!,5.1,5327
45187,Atonement,30000000,2007-08-29,129266061,Torn apart by betrayal. Separated by war. Bound by love.,7.4,4857
45188,Letters to Juliet,30000000,2010-05-14,0,What if you had a second chance to find true love?,6.6,4995
45189,Black Rain,30000000,1989-09-22,45892212,Their country. Their laws. Their game. His rules.,6.2,4779
45190,The Three Stooges,30000000,2012-04-13,54819301,Just Say Moe.,4.9,5067
45191,Corpse Bride,40000000,2005-09-09,117195061,There's been a grave misunderstanding.,7.2,4785
45192,Glory Road,0,2006-01-13,42647449,The incredible story of the team that changed the game forever.,7.2,5461
45193,Sicario,30000000,2015-09-17,84025816,The border is just another line to cross.,7.2,5254
45194,Southpaw,30000000,2015-06-15,91709827,Believe in Hope.,7.3,5034
45195,Drag Me to Hell,30000000,2009-03-15,90810892,"Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",6.2,4767
45196,The Age of Adaline,25000000,2015-04-16,65663276,Love is timeless.,7.4,5462
45197,Secondhand Lions,0,2003-09-19,0,,6.9,5463
45198,Step Up 3D,30000000,2010-08-04,159291809,Two Worlds. One Dream.,6.6,4868
45199,Blue Crush,25000000,2002-08-08,51842679,"Three Friends, One Passion, No Limits.",5.6,5230
45200,Stranger Than Fiction,30000000,2006-09-09,53653224,Harold Crick isn't ready to go. Period.,7.1,4773
45201,30 Days of Night,30000000,2007-10-17,75505973,They're Coming!,6.2,5073
45202,The Cabin in the Woods,30000000,2012-04-12,66486080,If you hear a strange sound outside... have sex,6.5,5464
45203,Meet the Spartans,30000000,2008-01-24,84646831,"The Bigger the Hit, The Harder They Fall",3.7,5465
45204,Midnight Run,30000000,1988-07-20,38413606,This could be the beginning of a beautiful friendship.,7.2,4983
45205,The Running Man,27000000,1987-11-13,38122105,A game nobody survives. But Schwarzenegger has yet to play.,6.4,5466
45206,Little Shop of Horrors,25000000,1986-12-19,38748395,Don't feed the plants.,6.6,4947
45207,Hanna,30000000,2011-04-07,63782078,Adapt or die.,6.5,4857
45208,Mortal Kombat: Annihilation,30000000,1997-11-21,51376861,"The world was created in six days, so too shall it be destroyed and on the seventh day mankind will rest... in peace",3.8,5467
45209,Larry Crowne,30000000,2011-06-30,36160375,Rediscover life and love,5.7,5468
45210,Carrie,30000000,2013-10-16,82394288,Know her name. Fear her power.,5.8,5469
45211,Take the Lead,30000000,2006-03-17,34742066,Never Follow,6.6,5470
45212,Gridiron Gang,30000000,2006-09-15,41480851,One goal. A second chance.,6.5,5471
45213,What's the Worst That Could Happen?,45000000,2001-05-31,0,It takes a thief to nail a crook.,5.1,5160
45214,9,30000000,2009-08-19,48428063,When our world ended their mission began.,6.6,5472
45215,Side Effects,30000000,2013-02-07,63372757,One pill can change your life.,6.4,4909
45216,The Prince & Me,0,2004-03-28,0,Finding your inner princess can be such a royal pain.,5.9,5473
45217,Winnie the Pooh,30000000,2011-04-13,14460000,Oh Pooh.,6.8,5474
45218,Dumb and Dumberer: When Harry Met Lloyd,19000000,2003-06-13,39267515,The evolution of dumb...,4.1,5475
45219,Bulworth,30000000,1998-05-15,29202884,Brace yourself. This politician is about to tell the truth!,6.3,5244
45220,Get on Up,0,2014-08-01,31911598,The Funk Don't Quit,6.4,5476
45221,One True Thing,0,1998-09-18,0,Love What You Have.,6.2,5220
45222,Virtuosity,30000000,1995-08-04,24048000,Justice needs a new program.,5.4,5477
45223,My Super Ex-Girlfriend,0,2006-06-20,60896147,Hell hath no fury like a superwoman scorned.,4.8,5005
45224,Deliver Us from Evil,30000000,2014-07-01,0,,5.9,5004
45225,Sanctum,30000000,2011-02-03,108609310,The only way out is down.,5.8,5478
45226,Little Black Book,35000000,2004-08-06,22034832,Have you ever been tempted to look inside his...,5.2,5479
45227,The Five-Year Engagement,30000000,2012-04-27,53909751,A comedy about the journey between popping the question and tying the knot.,5.7,5310
45228,Mr. 3000,30000000,2004-06-15,21800302,Big league. Big mouth. Big time.,5.0,5480
45229,The Next Three Days,30000000,2010-11-18,51148651,What if you had 72 hours to save everything you live for?,6.9,5481
45230,Ultraviolet,30000000,2006-03-03,31070211,The blood war is on.,4.8,5482
45231,Assault on Precinct 13,30000000,2005-01-19,35294470,Unite and fight.,6.0,5483
45232,The Replacement Killers,30000000,1998-02-06,19204929,Kill or be replaced.,6.0,5034
45233,Fled,25000000,1996-07-19,17193231,See how they run.,5.2,5484
45234,Eight Legged Freaks,0,2002-07-17,0,Do you hate spiders? Do you really hate spiders? Well they don't like you either.,5.4,5485
45235,Love & Other Drugs,30000000,2010-11-22,102820008,Addicted to one-night stands or dependent on one another?,6.6,4863
45236,88 Minutes,30000000,2007-02-14,16930884,He has 88 minutes to solve a murder. His own.,5.7,5119
45237,North Country,35000000,2005-02-12,25224242,All She Wanted Was To Make A Living. Instead She Made History.,6.8,5486
45238,The Whole Ten Yards,40000000,2004-04-07,26155781,"They missed each other. This time, their aim is better.",5.5,5214
45239,Splice,26000000,2009-10-06,0,Science's newest miracle...is a mistake.,5.5,5487
45240,Howard the Duck,37000000,1986-08-01,37962774,You will believe that a duck can talk.,5.1,5488
45241,Pride and Glory,30000000,2008-09-09,31148328,Truth. Honor. Loyalty. Family. What are you willing to sacrifice?,6.3,5489
45242,The Cave,30000000,2005-08-25,15007991,There are places man was never meant to go.,5.1,5490
45243,Alex & Emma,30000000,2003-06-16,15368897,Is it love... or are they just imagining things?,5.0,5101
45244,Wicker Park,30000000,2004-09-03,13001257,Passion never dies.,6.7,5282
45245,Fright Night,17000000,2011-08-18,24922237,You can't run from evil when it lives next door.,6.0,5078
45246,The New World,30000000,2005-12-25,30536013,"Once discovered, it was changed forever.",6.4,5185
45247,Wing Commander,30000000,1999-03-11,0,An action packed thrill ride!,4.0,5491
45248,In Dreams,0,1999-01-15,0,You don't have to sleep to dream,5.4,5193
45249,Dragonball Evolution,100000000,2009-04-01,0,The legend comes to life.,2.9,5239
45250,The Last Stand,30000000,2013-01-12,0,Not in his town. Not on his watch.,5.7,5492
45251,Godsend,25000000,2004-04-30,30114487,"When a miracle becomes a nightmare, evil is born.",4.7,5493
45252,Chasing Liberty,23000000,2004-01-09,12,How do you fall in love with the whole world watching?,6.1,5494
45253,Hoodwinked Too! Hood VS. Evil,30000000,2011-04-29,13521829,Not All Fairy Tales Go By the Book.,4.8,5495
45254,An Unfinished Life,30000000,2005-09-09,18618284,Every secret takes on a life of its own.,6.7,5405
45255,The Imaginarium of Doctor Parnassus,30000000,2009-10-01,64352607,,6.3,5014
45256,Barney's Version,30000000,2010-10-26,8454301,First he got married. Then he got married again. Then he met the love of his life.,7.2,5496
45257,Runner Runner,30000000,2013-09-24,62616646,The house always wins.,5.5,5251
45258,Antitrust,30000000,2001-01-12,18195610,Truth can be dangerous...Trust can be deadly.,5.8,5263
45259,Glory,18000000,1989-12-15,26828365,Their innocence. Their heritage. Their lives.,7.4,4863
45260,Once Upon a Time in America,30000000,1984-02-16,0,"Crime, passion and lust for power - Sergio Leone's explosive saga of gangland America.",8.2,5497
45261,Dead Man Down,0,2013-03-08,18074539,Blood demands blood,5.9,5498
45262,The Merchant of Venice,0,2004-09-03,0,,6.7,5499
45263,The Good Thief,0,2003-04-03,0,He doesn't want money. He wants what money can't buy.,6.0,5193
45264,Supercross,0,2005-08-16,3102550,,5.4,5500
45265,Miss Potter,30000000,2006-12-03,35078241,The life of Beatrix Potter is the most enchanting tale of all.,6.3,5454
45266,Wu Ji,0,2005-12-15,0,the promise,5.0,5501
45267,DOA: Dead or Alive,21000000,2006-09-07,480314,"They're the ultimate fighters. They've got the looks. They've got the moves, and the men fall at their feet.",5.0,5502
45268,The Assassination of Jesse James by the Coward Robert Ford,30000000,2007-09-02,14711793,Beyond the myth lies America's greatest betrayal,7.0,5503
45269,辛亥革命,30000000,2011-07-03,108348,Fall of the Last Empire,5.0,5504
45270,Le petit Nicolas,0,2009-09-30,0,,5.9,5505
45271,Wild Card,30000000,2015-01-14,0,Never bet against a man with a killer hand.,5.4,4930
45272,Machine Gun Preacher,30000000,2011-09-23,2527904,Hope is the greatest weapon of all,6.4,4773
45273,Konferenz der Tiere,0,2010-10-07,0,,5.5,5506
45274,Goodbye Bafana,30000000,2007-02-11,0,,7.0,5410
45275,United Passions,27000000,2014-06-19,0,Every dream has it's own rules,3.0,5507
45276,Grace of Monaco,30000000,2014-05-14,0,,5.8,5508
45277,Савва. Сердце воина,30000000,2015-11-12,0,You need only wish with all of your heart!,6.4,5509
45278,Ripley's Game,30000000,2002-09-02,0,,6.6,5510
45279,Sausage Party,19000000,2016-07-11,140752617,Always use condiments,5.6,4807
45280,Pitch Perfect 2,29000000,2015-05-07,287506194,We're back pitches,6.8,5511
45281,Walk the Line,28000000,2005-09-13,186438883,Love is a burning thing.,7.3,4900
45282,Keeping the Faith,30000000,2000-04-14,37036004,"If you have to believe in something, you may as well believe in love.",5.9,5512
45283,The Borrowers,29000000,1997-12-05,0,Little People. Big Trouble. Lots of fun.,5.8,5199
45284,Frost/Nixon,0,2008-10-15,0,400 million people were waiting for the truth.,7.2,4846
45285,Confessions of a Dangerous Mind,30000000,2002-12-30,33013805,Some things are better left top secret.,6.6,5059
45286,Serving Sara,29000000,2002-08-20,16930185,The One Thing That Could Bring Them Together Is Revenge.,5.0,5288
45287,The Boss,29000000,2016-04-07,78636257,Watch your assets,5.5,5513
45288,Cry Freedom,0,1987-11-05,0,,6.9,5514
45289,Mumford,0,1999-09-24,0,Some towns have all the fun.,6.3,5082
45290,Seed of Chucky,12000000,2004-11-11,24829644,Fear The Second Coming,4.9,5515
45291,The Jacket,29000000,2005-03-04,21126225,Terror has a new name.,6.8,5516
45292,Aladdin,28000000,1992-11-25,504050219,Wish granted!,7.4,4920
45293,Straight Outta Compton,28000000,2015-08-13,201634991,The Story of N.W.A.,7.7,5033
45294,Indiana Jones and the Temple of Doom,28000000,1984-05-23,333000000,If adventure has a name... it must be Indiana Jones.,7.1,4799
45295,The Rugrats Movie,30000000,1998-11-20,100491683,,5.7,5517
45296,Along Came a Spider,60000000,2001-04-06,105178561,The game is far from over.,6.1,4859
45297,Florence Foster Jenkins,29000000,2016-05-06,48902953,"People may say I couldn't sing, but no one can say I didn't sing",6.6,5249
45298,Once Upon a Time in Mexico,29000000,2003-09-11,98185582,The Time Has Come.,6.2,5097
45299,Die Hard,28000000,1988-07-15,140767956,40 Stories. Twelve Terrorists. One Cop.,7.5,4890
45300,Role Models,28000000,2008-02-03,92380927,They're about to get more than they plea-bargained for.,6.4,5430
45301,The Big Short,28000000,2015-12-11,133346506,This is a true story.,7.3,4925
45302,Taking Woodstock,0,2009-09-03,0,A Generation Began In His Backyard.,6.2,4867
45303,Miracle,28000000,2004-02-06,64445708,"If you believe in yourself, anything can happen.",7.0,5489
45304,Dawn of the Dead,28000000,2004-03-19,102356381,"When the undead rise, civilization will fall.",6.8,4771
45305,The Wedding Planner,35000000,2001-01-26,94728529,His big day is her big problem.,5.5,4998
45306,キャプテンハーロック,30000000,2013-09-07,17137302,,6.5,5518
45307,The Royal Tenenbaums,21000000,2001-10-05,71441250,"Family isn’t a word, it’s a sentence.",7.4,5228
45308,Identity,30000000,2003-04-25,90259536,The secret lies within.,7.1,4900
45309,Last Vegas,28000000,2013-10-31,134402450,It's going to be legendary,6.4,4832
45310,For Your Eyes Only,28000000,1981-06-23,195312802,"No one comes close to James Bond, 007.",6.3,5292
45311,Serendipity,28000000,2001-10-05,77516304,Sometimes True Love Can Have More Than One Face.,6.6,4921
45312,Timecop,27000000,1994-09-15,101646581,They killed his wife ten years ago. There's still time to save her. Murder is forever... until now.,5.5,4935
45313,Zoolander,28000000,2001-09-28,60780981,3% Body Fat. 1% Brain Activity.,6.1,4960
45314,Safe Haven,28000000,2013-02-07,97594140,You know it when you find it,6.9,5405
45315,Hocus Pocus,28000000,1993-07-16,39514713,It's just a bunch of Hocus Pocus.,6.4,5113
45316,No Reservations,28000000,2007-07-25,92601050,Life isn't always made to order.,6.1,5375
45317,Kick-Ass,28000000,2010-03-22,96188903,Shut up. Kick ass.,7.1,4830
45318,30 Minutes or Less,28000000,2011-08-11,40547440,A lot can happen in 30 minutes.,5.6,5129
45319,Dracula 2000,28000000,2000-12-22,33000337,The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.,4.6,5238
45320,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,2014-10-08,100654149,One day can change everything.,6.1,5519
45321,Pride & Prejudice,28000000,2005-09-16,121147947,A romance ahead of its time.,7.7,4857
45322,Blade Runner,28000000,1982-06-25,33139618,Man has made his match... now it's his problem.,7.9,4779
45323,Rob Roy,28000000,1995-04-13,31596911,Honor made him a man. Courage made him a hero. History made him a legend.,6.5,5070
45324,3 Days to Kill,28000000,2014-02-14,52597999,,6.0,4793
45325,We Own the Night,21000000,2007-05-25,54926886,Two brothers on opposite sides of the law. Beyond their differences lies loyalty.,6.5,5520
45326,Lost Souls,0,2000-10-13,0,,4.5,5521
45327,Le peuple migrateur,35866397,2001-12-12,20217080,,7.0,5020
45328,Just My Luck,28000000,2006-05-12,38159905,Everything changed in the wink of an eye.,5.8,5132
45329,"Mystery, Alaska",28000000,1999-10-01,8888143,A Small Town on the Outskirts of Greatness.,6.0,4948
